acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,id
0.0282,0.767,291728,0.636,0.00159,8,0.105,-4.886,0,0.0483,87.946,4,0.813,4yJXkp97yIPId9s4XNEZ6C
0.189,0.573,195467,0.531,3.56e-05,7,0.0901,-7.863,1,0.386,200.404,4,0.884,6lbFEBQz8jYuwsDY1LYEuD
0.358,0.677,194711,0.377,7.76e-05,4,0.409,-11.006,0,0.0738,124.867,4,0.28,35KjrA8O9ErlUEUCSPuYeI
0.106,0.804,256813,0.91,1.19e-05,4,0.0985,-7.076,0,0.22,99.039,4,0.523,5DBAM5CtlcQPM2C7YzUAtu
0.367,0.749,268550,0.446,0.0,9,0.213,-5.973,0,0.366,145.89,4,0.91,0rminMOzpGT790N6gjNdmZ
0.0131,0.549,209204,0.692,0.0,8,0.0907,-6.32,0,0.0833,113.021,4,0.602,57Sh1hyB14nGv2mqkA0SXa
0.652,0.869,223507,0.305,0.423,0,0.117,-10.495,0,0.0347,130.027,4,0.327,3BHCmZQqq95vtyI2PXNCwm
0.752,0.26,235114,0.488,0.0,0,0.636,-8.406,1,0.0337,101.102,4,0.109,6AhQBuli5Nqb3rIIqbJdNu
6.16e-05,0.456,298532,0.94,0.32,9,0.291,-6.193,1,0.0642,135.016,4,0.22,1hF63ddRnTCW3rRlrDLKfb
0.206,0.577,184648,0.746,0.0159,7,0.135,-6.542,0,0.271,125.953,4,0.582,0hIE55HXM6QRCFQBZ2mmE4
0.0828,0.736,224128,0.789,0.0,11,0.0718,-8.377,1,0.0397,109.98,4,0.861,5Wr0U2wYSk6vvgLcI8260I
0.405,0.769,217766,0.617,0.000103,9,0.0638,-7.104,0,0.0609,107.973,4,0.758,0xIFaVnbiw3rM7am5ctiXA
0.137,0.398,285507,0.629,1.12e-05,11,0.109,-6.249,1,0.0309,141.866,4,0.345,41kUupAzNt7hy1BEbPkp0P
0.000739,0.457,183440,0.883,7.98e-06,1,0.263,-4.374,1,0.0923,157.098,4,0.584,0xQevbz2L13K1a4rWWXGy1
0.00799,0.594,252960,0.516,1.13e-05,8,0.0987,-8.878,1,0.0242,98.013,4,0.726,0yvSxwhKR9EnW9dfb6IjKQ
0.000308,0.606,206640,0.9,0.0,1,0.347,-4.099,0,0.0647,116.019,4,0.623,2ujvbqvgIaAZ4t2yd5QMC2
0.432,0.768,269627,0.293,0.0,7,0.271,-10.65,1,0.116,136.158,4,0.33,6EXtUVlSnRlzOKEItHWAHX
0.832,0.527,280834,0.406,0.0,7,0.14,-9.854,1,0.0347,143.3,4,0.28,6wurpkKFS5UuQjlRIDCqVt
0.00667,0.306,175499,0.75,1.55e-05,1,0.166,-3.772,1,0.0742,94.652,4,0.142,7ez0GleWkVehEBqm4zfwLU
0.529,0.201,183486,0.16,0.896,11,0.11,-20.39,1,0.0332,167.675,3,0.0335,29zfZIYvyAbhFnOgLfmYLD
0.0378,0.752,225180,0.543,0.0,9,0.0998,-9.131,1,0.0431,126.938,4,0.911,2vqgHeZyUilWQeXqWBsmaL
0.045,0.42,213333,0.481,7.64e-05,11,0.111,-10.52,1,0.321,180.136,4,0.303,0SYtNOtrTWsVEztXs1CJo3
0.327,0.834,172860,0.745,0.0,0,0.257,-2.433,1,0.0375,125.015,4,0.765,6ukHngZX1ND1GRQEFoCb2X
0.157,0.637,202850,0.938,0.008,2,0.302,-1.44,0,0.0321,100.991,4,0.842,5ISLPbBXYc9mpgxyAuXsls
0.365,0.569,267829,0.681,6.67e-05,2,0.124,-5.899,0,0.213,139.905,4,0.135,7noR0WCcD1oh23jjEhJ5QC
0.000499,0.298,473333,0.606,0.665,1,0.0965,-7.386,1,0.032,91.254,4,0.146,63l7GnGx0bhUhLFSIP9hNF
0.225,0.563,233691,0.846,0.0,6,0.152,-5.085,0,0.3,77.99,4,0.461,6q1ewquUIGAAqtrd1s8MRE
1.68e-05,0.233,114467,0.796,0.278,4,0.156,-5.989,1,0.0321,161.082,4,0.695,66TRtR2Z8DAGUsn04V9Bjh
0.748,0.474,198973,0.141,6.23e-05,4,0.119,-15.955,0,0.0426,167.097,4,0.365,4mlzf11ZakTlOCC33GC6nG
0.63,0.507,141250,0.173,0.0,8,0.144,-19.143,0,0.0477,187.847,4,0.217,7oIJFDmWTXvZVeFKKNt9iW
0.00273,0.582,209365,0.829,2.05e-05,4,0.171,-4.441,0,0.0273,105.058,4,0.733,4RV86r4U49GsPYRWrleQ51
0.0674,0.76,178064,0.963,0.436,0,0.888,-4.373,1,0.0576,124.007,4,0.728,41P2kW9mrG9XEEStlL2sbj
0.00143,0.326,93697,0.99,0.00284,0,0.266,-2.65,1,0.142,178.192,4,0.442,1MPKOVZO5HcLaSkttsqpNn
0.776,0.632,254000,0.363,0.00188,6,0.106,-13.496,1,0.04,119.984,4,0.0503,0Y5QRb4WVeeMPHNVjpNOaP
0.0412,0.742,191020,0.644,8.09e-05,9,0.141,-8.034,1,0.0527,98.028,4,0.432,1MXU1zsDkdZKWGnXYVsP6U
0.167,0.588,264989,0.688,0.0,1,0.365,-1.36,1,0.0895,108.311,5,0.139,2mcy3KHY1w0B6pUFmb1Evu
0.0723,0.432,296520,0.362,0.298,7,0.45,-10.451,1,0.032,86.047,4,0.063,1OB3Fqvb71nm986iSKuklo
0.247,0.619,202606,0.603,0.0,4,0.0848,-8.295,0,0.666,108.336,4,0.535,6RyrYxVaBlljdBuMt41agD
0.55,0.752,217261,0.65,1.64e-06,2,0.102,-6.062,1,0.0355,94.983,4,0.328,0oJHZHmiEItS3j0L3JQzI4
0.0528,0.565,198400,0.713,0.0,7,0.231,-4.893,1,0.0673,74.873,4,0.131,00EnN4XfNdQYzOh6oimHfc
0.0214,0.725,150010,0.885,0.235,1,0.447,-7.782,0,0.0524,128.036,4,0.363,0M4OiO8YTV8eBhcFc71DgT
0.0318,0.722,207621,0.627,0.00622,7,0.218,-7.474,1,0.0382,124.033,4,0.662,5tfuRL2TNEsCS627orHo1K
0.0139,0.831,202014,0.738,0.0,10,0.27,-3.826,0,0.236,121.11,4,0.574,3iCmQ0JFmWkEhbkyHh1RET
0.188,0.839,291383,0.83,0.0,6,0.328,-4.351,0,0.073,119.972,4,0.679,4gPhuk1z8AFVyRyxaE3A9Z
0.469,0.718,186959,0.606,0.02,6,0.161,-9.228,0,0.0474,95.014,4,0.664,1pPtOHNI41ttZpoe8l9Isi
0.572,0.718,206769,0.436,0.00597,11,0.109,-8.99,1,0.784,130.035,4,0.629,5e5uTrZ3ulkKU4X2S7L8vZ
0.057,0.516,219297,0.481,4.65e-05,2,0.347,-8.779,1,0.126,165.906,4,0.704,731pg4LcWkPYHRgFa8Zfip
0.109,0.768,273375,0.454,0.0,1,0.209,-8.13,1,0.2,80.031,4,0.255,6hDrtCSW3PWTxXa0q3JLhU
0.326,0.761,188000,0.759,0.0,8,0.122,-4.972,0,0.0509,119.975,4,0.443,4YvLp4TN3pnFqrJITVK3iA
0.549,0.681,302000,0.413,3.05e-05,4,0.101,-11.685,0,0.0527,129.994,4,0.198,4wuwJVnlVtVQ62zZNMfzWd
0.506,0.602,248604,0.377,0.00821,5,0.165,-11.391,1,0.0475,72.062,4,0.608,47p1JfE537zRCbX2m2iXbT
0.0747,0.593,221538,0.447,2.05e-06,11,0.0934,-7.792,0,0.0338,129.95,4,0.155,4PleRExt8aiFr8jW1HxC8x
0.192,0.802,134467,0.805,0.0,0,0.909,-4.822,1,0.243,87.502,4,0.728,5iXBVfWoP3AhaUqEOxdfRU
0.187,0.684,440256,0.549,0.855,5,0.0948,-9.27,1,0.0415,120.011,4,0.39,4QXdQjem3U8F431gcSKfWZ
5.34e-06,0.382,252600,0.881,0.685,11,0.562,-4.462,0,0.0307,149.981,3,0.316,2KaK34gEczDrh2u7SBBkvI
0.736,0.586,375067,0.364,0.0,4,0.0834,-7.099,1,0.0315,127.963,4,0.256,4LiYmtwx36OoSyi5KaeWw3
0.0193,0.359,228840,0.823,0.0,0,0.0285,-8.166,1,0.114,168.336,4,0.889,1N8XvDwRV0XLmKh197QKaI
0.00196,0.201,428520,0.624,0.0195,4,0.228,-5.59,1,0.0328,165.937,4,0.127,1jH0OiLvqyyhUOEUu61XPI
0.162,0.732,228857,0.609,0.0,9,0.0765,-6.923,1,0.453,167.853,4,0.33,1d9NWLe5Di7BjU6V6PkDS2
0.883,0.482,212905,0.385,0.0,4,0.111,-9.853,0,0.0363,133.485,4,0.542,13RvyNNG53XbSaQIkJYL8m
0.0973,0.818,590253,0.439,0.739,9,0.0969,-11.026,0,0.0542,124.0,4,0.575,62PtppjKrZgysli1LyXHTi
0.432,0.647,235789,0.302,0.0169,3,0.0993,-14.475,0,0.0309,114.005,4,0.138,1ATMgnTQa5F95ySGs3L7MB
0.84,0.586,260867,0.24,2.96e-06,7,0.0897,-8.603,1,0.0296,121.95,4,0.237,1L4oNa8QzcnjvkjmUhJmjH
0.157,0.76,165904,0.588,0.017,1,0.243,-10.453,1,0.215,132.08,4,0.513,6SpSQeLm39YesJrPAGsVro
0.0648,0.606,234987,0.829,0.0212,10,0.129,-4.885,1,0.0313,126.009,4,0.442,4jd1of1GDJkVis7GAC9ZTf
0.815,0.524,154829,0.125,4.25e-06,4,0.145,-17.18,0,0.0946,72.809,3,0.34,2iuSSmCqrXRveJKT2VW29E
0.105,0.67,291493,0.528,0.000103,7,0.224,-8.036,1,0.0261,132.31,4,0.384,3G9RQLOSjsXVUDyQSv2PQR
0.702,0.419,225760,0.392,0.0,0,0.106,-8.313,1,0.0409,132.511,4,0.324,2KkevS6EwlbHPVGEick7DE
0.121,0.535,271600,0.562,0.0,5,0.205,-6.202,1,0.027,133.894,4,0.352,3WTSQmelK1mlaqyLGVHheJ
0.0254,0.54,321318,0.919,0.0,2,0.36,-2.405,1,0.0443,157.673,4,0.449,0Rw7jcRFxo9ZaQt1aXl4vi
0.053,0.46,223540,0.651,0.0,9,0.0983,-5.072,0,0.0367,73.187,4,0.386,1HcClBG88Xknko9rKB0RP5
0.788,0.464,283747,0.218,0.000353,7,0.399,-13.639,1,0.0348,133.164,4,0.109,5IwWl8rCcl6qJX3f1TJT5T
0.0917,0.676,271400,0.754,0.00519,1,0.224,-6.638,0,0.0294,112.869,4,0.541,0imzp7eF5idGHIzUcxwqL0
0.279,0.803,259840,0.553,0.0,0,0.107,-7.048,0,0.0685,116.002,4,0.215,2TcGlljIVDF9Lwc1vbaljA
0.0434,0.655,192000,0.705,0.000609,10,0.157,-6.606,1,0.0647,124.891,4,0.141,7CnmTRonleuBuzzmMnkkPS
0.515,0.926,202893,0.791,0.0,9,0.13,-4.245,0,0.118,120.005,4,0.821,32q6CZBcZ5t27xomns2RuO
0.153,0.715,252623,0.741,0.0,8,0.0791,-7.944,1,0.605,121.994,4,0.6,1yBlyZQzktJsyEabR5YMSx
0.148,0.543,205773,0.74,0.00358,7,0.142,-5.187,0,0.0557,123.915,4,0.6,6jz9EMWHffNKVlZQVXOLoz
0.929,0.585,178018,0.124,0.0,4,0.0855,-10.716,0,0.0426,74.963,5,0.24,635zyd4KvNEWp3FrPjd86n
0.826,0.636,202718,0.523,0.0,6,0.11,-6.267,1,0.0705,103.006,4,0.499,0YE9O6mLm3kjSm26FCysf6
0.188,0.555,187013,0.826,0.0,4,0.146,-4.531,1,0.0481,179.882,4,0.551,6EOKEdjEStgViteNgr1q85
0.103,0.792,246833,0.95,0.0,2,0.124,-4.953,1,0.0562,121.982,4,0.838,020vEZqptxWhKmSnawGhHV
0.00796,0.756,208706,0.736,2.58e-06,1,0.328,-5.963,0,0.0495,140.055,4,0.108,0qcVrswjBym2yIkjPqJM3j
0.0216,0.718,125504,0.602,0.0246,6,0.089,-7.766,0,0.031,117.985,4,0.479,2oEPbimC2Rmv7h3zeUH7D7
0.804,0.428,248936,0.474,1.92e-05,0,0.139,-5.323,1,0.0277,167.881,3,0.202,6MsjzmHZTVkDBLcmTEjci6
0.784,0.689,207772,0.586,6.66e-05,2,0.197,-5.967,0,0.0358,118.942,4,0.693,1xTJlIz65S798DMIqP6QAK
0.0309,0.708,193360,0.883,0.0,0,0.191,-3.068,0,0.0773,125.04,4,0.667,4ksheDQWyWfjG5ETO0aokW
0.116,0.743,231789,0.545,1.81e-05,7,0.186,-10.062,1,0.0722,113.971,4,0.435,2Q0Gmuv7RLuK6nlsm85EL0
0.0284,0.661,240627,0.871,0.0,5,0.187,-4.775,1,0.21,104.851,4,0.875,5sDmKgymW1DCuatEZV2z15
0.0918,0.71,192241,0.679,0.0,9,0.0596,-9.351,1,0.144,129.947,4,0.477,2AcnMriG4CEvx9GCTUjZfK
0.207,0.7,174000,0.498,0.0,0,0.0885,-10.529,1,0.176,102.026,5,0.42,6pdrM0LfvkJ3bvkiLClLXb
0.0371,0.578,124988,0.427,2.04e-06,9,0.0956,-11.627,0,0.379,101.658,3,0.559,5KxTkXYvYklR1HxZjRk2zP
0.00866,0.879,141000,0.329,0.0197,7,0.0919,-8.659,1,0.0812,115.058,4,0.68,5eWc2P8SkZHPCL0V5Dwi8H
0.0482,0.676,166253,0.915,0.0,6,0.106,-5.332,1,0.122,117.947,4,0.71,2WK8t259TA9k3gt9TvpaYl
0.0105,0.937,188571,0.58,0.0341,7,0.092,-6.17,1,0.0998,97.965,4,0.484,7LEsTCnDwSyy994RI7xQEQ
0.261,0.884,160032,0.368,0.0,1,0.116,-10.557,0,0.569,96.926,4,0.174,02ItL9M0Jm6CgNTUjXTCLr
0.552,0.56,147305,0.314,1.11e-06,5,0.0993,-7.839,0,0.0307,60.83,4,0.219,0jsUXpFM1ixuPs1aRIZHNt
0.441,0.955,147371,0.56,1.74e-06,9,0.0651,-5.685,1,0.152,101.57,4,0.621,39FIgqQ3QuSdDu6iCHLyxf
0.0137,0.666,249297,0.812,0.00523,6,0.258,-4.871,0,0.0356,128.003,4,0.532,2IqaCZz8L2cupo6mx2zMT5
0.0852,0.415,207732,0.474,0.000154,6,0.0728,-8.347,1,0.0411,165.868,3,0.406,4VNrFmj9vGRSFvw1q0Q3OR
0.0223,0.37,235453,0.177,0.0,0,0.0804,-19.985,1,0.0319,97.962,3,0.254,29wOayKgKzIlb9nRshNpw7
0.0644,0.657,150545,0.67,0.0,6,0.432,-8.179,1,0.0803,109.966,4,0.299,356bcy3BLWuyUwOi56pb87
0.477,0.658,159588,0.463,7.75e-06,2,0.0654,-6.889,0,0.343,194.07,4,0.766,163S2kTzAUAHynvbCE208E
0.0643,0.853,190320,0.529,0.0,10,0.225,-8.508,1,0.0491,126.949,4,0.946,7l9JGmQheZ7avfvQjETJl9
0.157,0.526,239590,0.507,0.00342,1,0.129,-8.204,0,0.0323,116.817,4,0.189,36OVhJsASh2VJNnz0IWuwd
0.0197,0.83,172867,0.73,0.0,8,0.336,-5.865,1,0.194,142.99,4,0.74,3vCN8cElhIY1DVfoDj8B90
0.231,0.468,219981,0.668,0.0,9,0.0475,-5.657,1,0.0309,153.984,4,0.351,15SAiICxsUtoMILKVKAf9A
0.336,0.787,145500,0.633,0.0101,1,0.279,-8.132,1,0.072,99.98,4,0.589,7BaR59OSAGvkhxnmYFXjpq
0.444,0.734,167122,0.375,0.0,10,0.114,-8.541,1,0.037,122.95,4,0.43,6EAYyoXSKreKtCDlKowRUM
0.0379,0.706,186000,0.645,0.0,2,0.144,-8.415,1,0.292,73.093,4,0.444,6swsP9vIuEXWFKiEIAivYn
0.042,0.619,205714,0.609,4.2e-05,0,0.155,-8.721,0,0.111,104.971,4,0.276,0Vmnj21BkgVhjWUsDqyrUw
0.144,0.5,131023,0.635,0.0,5,0.141,-6.966,0,0.346,88.347,5,0.471,5sbOcIdCbOMSj5PbNTUsVc
0.364,0.722,226416,0.319,0.863,11,0.0809,-17.74,0,0.0524,109.898,4,0.238,6SYB2EFwQY6CkVpcvx0SdD
0.0223,0.759,209733,0.716,0.0,11,0.231,-6.36,0,0.0818,105.021,4,0.469,1DoK3CdipMjplLk5LXUdcp
0.00309,0.498,140736,0.691,0.00269,1,0.62,-6.43,1,0.0338,96.467,4,0.24,0wVsHSU4pzqHGkXcLum9oL
0.00341,0.882,316514,0.555,6.99e-05,8,0.0851,-8.72,1,0.0703,112.988,4,0.215,1QPpPkqLVqVuFD7trXeyRU
0.11,0.724,218240,0.675,0.000232,0,0.0852,-6.487,1,0.148,94.027,4,0.544,5RqwjQWDwxQ3HTkOfXTrS6
0.017,0.698,521973,0.793,0.859,1,0.068,-7.155,1,0.0587,129.983,4,0.407,1PDOZrlUSmXKEAe2xEnPDP
0.219,0.725,196896,0.708,0.000536,11,0.287,-6.752,0,0.116,101.99,4,0.53,30ZPyPnz8fBldttU4WJRcn
0.73,0.712,267086,0.45,0.6,10,0.111,-10.978,1,0.0303,92.019,4,0.349,4NkOavPGdhGQXaSpfe3nlU
0.967,0.411,242947,0.116,0.0,2,0.107,-14.402,1,0.0412,169.534,4,0.429,30iGSpZDwqeiLYgZl8fx2O
0.136,0.701,178600,0.598,0.0,2,0.0982,-11.765,1,0.0618,133.373,4,0.734,0FHRffHaw2QJgmwW45U2hm
0.526,0.815,161306,0.677,0.00391,9,0.119,-6.603,0,0.384,128.053,4,0.228,6g4doAHn5bw2KoH0bPPfJE
0.0105,0.335,304080,0.468,5.09e-05,1,0.103,-7.918,1,0.0333,133.904,4,0.34,43nIGHt7hkR2vfwIjesDon
0.186,0.621,269500,0.956,0.91,6,0.42,-3.066,0,0.0479,126.006,4,0.627,5g9YwWmzByfl19TRwsIXYq
0.319,0.67,236704,0.459,0.0,5,0.15,-7.342,1,0.0295,134.007,4,0.353,6RKVv8zA42oQqkX9AK0IcS
0.203,0.845,208920,0.37,0.0,4,0.104,-7.333,0,0.519,152.949,4,0.269,347hgqCHnL4GfgVX5hZfNv
8.58e-05,0.515,258960,0.897,0.000755,5,0.0857,-6.444,0,0.0388,92.003,4,0.542,7bepldFCys7cP0p78PcUgy
0.146,0.699,183219,0.59,0.000297,8,0.148,-7.213,1,0.0558,160.043,4,0.593,3vXVjJMo3Lb1pI04C2Ygws
0.00652,0.962,266600,0.867,0.00159,0,0.09,-7.07,1,0.221,128.812,4,0.571,1IqCa7SC6R4bWEgCWqWFnk
0.8,0.71,56287,0.535,0.0,1,0.146,-13.188,0,0.863,116.695,5,0.844,35qdmRxGApgLlrB7NCfd1S
0.116,0.868,198307,0.982,0.0177,2,0.0961,-1.805,1,0.0687,114.943,4,0.629,6dvLV48jU5nVM7txsF0CJ7
0.957,0.593,239106,0.267,0.0,7,0.108,-11.7,1,0.132,96.82,4,0.461,2xiwqvqxsWLPxYyLY98Trg
0.95,0.635,191497,0.255,1.55e-06,4,0.135,-10.908,1,0.0322,118.062,4,0.378,6Wvu0yqiuTcGlRKy0GVaO6
0.297,0.56,237348,0.5,0.0,7,0.114,-11.194,1,0.0502,171.518,4,0.256,5vAQk3Nix8R2CqTt9LsAN9
0.0341,0.537,180000,0.834,0.0,10,0.936,-5.824,0,0.357,204.053,4,0.919,2cPzgEkIK81QgxPEm2YiAy
0.343,0.837,241608,0.383,0.000389,2,0.112,-11.183,1,0.285,119.969,4,0.21,2AfRjbF91Nk4h41XNZNtFs
0.446,0.441,194805,0.698,0.0,11,0.195,-6.062,0,0.28,83.313,4,0.505,0prDcPSxTXIo9CBwFCCKUh
0.104,0.723,216264,0.706,0.0,3,0.422,-4.417,1,0.0644,90.919,4,0.585,6yKPMNQJZ0yIp7InU2x6OT
0.0515,0.624,164643,0.817,1.39e-06,0,0.492,-4.819,1,0.304,77.741,4,0.694,14tOs6mT5fSj6fzGzRo2wU
0.557,0.427,236010,0.544,0.0,10,0.125,-7.054,1,0.0262,79.838,4,0.476,62tyq2vmIX7wdhNyIHipxl
0.323,0.959,211347,0.355,0.835,9,0.11,-16.417,1,0.128,107.025,4,0.406,3TbSuUYRVjUVpXx30TdfT4
0.498,0.19,43080,0.0171,0.947,2,0.462,-28.069,1,0.0351,90.106,4,0.0445,0sjm4m9pKuDKBapTqZ1xpR
0.0492,0.461,163404,0.894,5.88e-05,4,0.257,-3.59,0,0.332,93.355,4,0.309,5JeAFO6Cl8HZOcfzbuRDQF
0.149,0.761,210971,0.681,0.0,7,0.11,-7.652,1,0.0296,105.009,4,0.76,3LfI73kmpvsFbg1olkaN3t
0.992,0.332,102307,0.307,0.983,7,0.335,-11.769,1,0.0421,79.649,4,0.633,1ddbMeO3tbwhFObMx90ttA
0.0111,0.568,243618,0.914,0.000937,8,0.324,-3.041,0,0.0652,114.941,4,0.406,75PjWUYBmew72th2Z2tojC
0.0246,0.696,200315,0.56,0.167,7,0.331,-9.041,0,0.0318,126.957,4,0.178,2SnLGMBjF0yiJoo5HIxUIs
0.917,0.529,238701,0.294,0.00148,11,0.0822,-13.174,0,0.0461,149.145,4,0.465,4OquieiK6wqAShdrmd71jK
0.0482,0.78,178667,0.708,0.649,2,0.146,-5.296,0,0.256,180.008,4,0.425,2eEBPvVPdVtrcLAgeTIJVP
0.149,0.604,204842,0.475,0.000857,7,0.0979,-9.993,0,0.0365,100.995,4,0.283,5PFFbgHBGq0J38yCEalTrt
0.366,0.79,265493,0.728,0.0,2,0.112,-9.221,1,0.391,96.978,4,0.403,6nwAubYnLGl7F7cDuOoVLp
0.249,0.792,244333,0.79,0.0,9,0.0705,-9.033,1,0.407,97.517,4,0.411,47w8ZDr5nBClBgMS92FBDQ
0.00363,0.505,234375,0.898,7.73e-06,7,0.0929,-3.472,0,0.0593,159.91,4,0.557,2UTNAQS1IfAyFxjv8yhxYb
0.0305,0.647,188000,0.964,0.796,10,0.178,-2.434,0,0.0667,126.079,4,0.225,3LPKV8XV4SttaZaPONl0G5
0.51,0.929,202893,0.794,0.0,9,0.129,-4.245,0,0.122,120.002,4,0.816,05bXOQTUxou0BaZ6XteJo0
0.0263,0.836,248568,0.862,0.0215,9,0.419,-7.015,0,0.0633,126.015,4,0.5,5DZcwUoCPSzXwK8QJ5iRK1
0.201,0.394,227670,0.653,0.000139,2,0.12,-7.443,1,0.127,73.476,4,0.178,6K5RXVQoHiBTVPqGy2v6Fw
0.0533,0.599,288877,0.667,0.0,7,0.134,-4.267,1,0.0367,80.984,4,0.817,1jYiIOC5d6soxkJP81fxq2
0.00781,0.638,161905,0.842,0.929,0,0.0472,-6.474,0,0.0332,125.998,4,0.364,3FDUOZwMvHf74JKfoBDxoJ
0.275,0.875,274093,0.658,0.0,0,0.122,-3.641,1,0.359,92.038,4,0.661,1RjU7UhRICmdFPKxCucLgq
0.124,0.934,276768,0.621,0.0,8,0.138,-5.345,1,0.25,127.058,4,0.295,1WDDZngXuT5o8ePqXeNtvM
0.106,0.85,208457,0.605,0.0,7,0.256,-4.88,1,0.252,132.024,4,0.725,6nedmCcZ9Fn67nIGGLaR2C
0.121,0.743,204595,0.701,0.506,2,0.0852,-9.18,0,0.0434,121.926,4,0.198,0SqzbhwkmSJd0RGhaT5j6o
0.00212,0.768,593123,0.867,0.861,2,0.0774,-9.996,1,0.0618,124.002,4,0.28,62Yo5zd5SZnpNMDfhnX3MN
0.235,0.737,139206,0.848,0.0,2,0.15,-3.958,1,0.0741,135.001,4,0.643,7ItC33DbGzOSfOR1gub22m
0.000124,0.352,299560,0.674,0.12,9,0.18,-9.018,1,0.031,102.489,4,0.145,4aOAzvRdOsZSwZIgwcdeL0
0.408,0.885,281053,0.39,0.000148,8,0.114,-8.135,1,0.0537,119.977,4,0.261,1S4lfLiS0Lo3awtI5aTR3V
0.552,0.58,255356,0.519,3.85e-06,7,0.16,-12.45,1,0.0662,159.973,4,0.818,6i3Czl2ensFpWnlGMLUw2S
0.00829,0.7,275500,0.435,0.00012,7,0.0925,-9.769,1,0.0526,125.894,4,0.645,4m2lVqfPeSTD3azgBJHowK
0.592,0.763,193176,0.593,1.15e-05,5,0.262,-5.545,0,0.168,96.026,4,0.793,6B47TyF1sMOQ8W0v2jZWUd
0.2,0.893,197690,0.778,0.000339,5,0.279,-6.307,0,0.0567,123.026,4,0.8,2fwScwXExUakM1UfXtk8nG
0.388,0.589,217602,0.676,0.0036,2,0.428,-9.761,1,0.3,150.075,4,0.398,4OB29llkbtrQMHIjhT9gW0
0.0844,0.787,269933,0.741,0.0,0,0.327,-7.76,1,0.0557,110.001,4,0.887,32Uv3kObNIeC68HV7sPZ5y
0.621,0.678,269212,0.777,0.0,1,0.105,-4.307,1,0.0449,104.985,4,0.502,47W5idfTuZBfeb9g7zFLmt
0.432,0.698,246923,0.585,0.265,9,0.0946,-7.629,1,0.0479,104.018,4,0.116,33g7RkuLMnrXK2qKSjjHho
0.717,0.627,202652,0.596,0.000951,5,0.0736,-3.645,1,0.346,76.429,4,0.691,0hd9UuwUUdp3AG9a3YRxUv
0.366,0.407,190296,0.878,0.000118,4,0.106,-6.799,1,0.155,201.989,4,0.5,1S2trFdGg7S810ThNYCQ4W
0.5,0.705,221422,0.375,0.0,9,0.348,-13.283,0,0.0896,137.956,4,0.563,1EdafVdu2WwCXuwlVk6raO
0.103,0.728,190720,0.934,0.0,3,0.208,-4.951,0,0.156,114.008,4,0.613,6hfPjOWC062Ai0r4xBfhD4
0.00725,0.518,207253,0.933,0.0,10,0.379,-3.837,0,0.107,134.024,4,0.838,3YQ9M5SWEh2Atfy1Al6OBk
0.172,0.795,198125,0.778,0.0,6,0.344,-6.811,1,0.0695,127.991,4,0.877,3VKqzmFVevMNVt9R0T4N5U
0.0353,0.714,272393,0.718,0.00142,0,0.228,-7.918,1,0.0385,119.978,4,0.668,3CoJBhCHT3N15HKf2lHEwQ
0.0424,0.846,264000,0.738,0.000142,2,0.1,-6.912,1,0.0437,119.992,4,0.114,3hoM1T1dzinuUacso3ecgL
0.000711,0.556,191467,0.921,1.13e-06,11,0.0727,-3.811,1,0.042,128.962,4,0.87,6NpWom4s5gkuZCYeWLde4W
0.132,0.645,183987,0.787,0.0,10,0.0884,-4.256,0,0.29,119.589,4,0.559,4QegGxhxO4U5c28K6RYtkZ
0.224,0.721,290920,0.732,0.0,7,0.0919,-5.419,1,0.0555,126.92,4,0.777,6wRY44kyKYrd2NhFIJNpCU
0.0424,0.75,169534,0.869,0.0,6,0.184,-3.082,0,0.127,100.025,4,0.912,7InoTM4ydqLxlnkrH8QzoD
0.0314,0.515,156522,0.415,0.0,6,0.155,-12.77,0,0.331,63.837,4,0.474,34dvb7WqOSL7hfbRflgUC0
0.083,0.751,181000,0.693,0.0183,1,0.0954,-7.15,1,0.0519,104.024,4,0.597,74zs94JAxWb5VoIaEHIHrt
0.0492,0.484,202710,0.623,2.85e-05,1,0.14,-6.416,1,0.0296,83.04,4,0.244,71MLTukI1WixgI057uTSiN
0.0644,0.84,206719,0.525,0.000332,6,0.109,-7.251,0,0.13,99.088,4,0.334,5owiBWnWYac4JtVmHAuusG
0.262,0.564,146562,0.903,3.28e-06,0,0.397,-2.34,1,0.0906,146.949,4,0.766,0DJs7ruJBacv85O8aC31dL
0.0579,0.599,173760,0.887,1.65e-05,4,0.2,-5.059,0,0.053,131.057,3,0.426,4UFq8kQFZonXGqfu1yS4MC
0.199,0.554,239259,0.784,1.24e-05,6,0.084,-7.591,1,0.0696,167.386,4,0.689,5aWREznXDTWJ046mUoT162
0.105,0.842,193853,0.504,0.0,7,0.114,-7.028,0,0.0603,98.05,4,0.726,4O5ygqTjiXLWo9HASGsk8E
0.822,0.593,168475,0.382,9.74e-06,4,0.119,-10.968,1,0.0387,123.741,4,0.731,7p1kRbPVjeXLSFk3ZFKlyH
0.845,0.538,182000,0.284,0.0,0,0.211,-9.681,1,0.0314,86.973,4,0.581,39nc7C7C7iIJtVAlNznst7
0.0162,0.543,225437,0.861,0.171,10,0.252,-6.397,1,0.03,129.001,4,0.451,6U2SwadueH75PgdoblT4hg
