acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,id
0.193,0.759,185063,0.376,0.24,8,0.109,-9.744,1,0.198,81.287,4,0.149,2MKOu2oSzudypmm1TlnFq4
0.0651,0.53,144320,0.737,1.01e-05,6,0.0542,-3.902,1,0.0397,170.086,4,0.32,4HCJcKwRmhDIROAtNMj6K1
0.675,0.606,141126,0.514,0.0,4,0.125,-13.109,1,0.201,159.944,4,0.347,6W87ifbCXbTVmNBzXvDUI0
0.262,0.804,208105,0.61,0.000332,1,0.11,-10.281,1,0.256,95.033,4,0.467,3OTRMU1QboSZWGUKrdsntv
0.197,0.765,183429,0.37,5.57e-06,8,0.183,-15.798,1,0.0887,140.16,4,0.553,0fppsDOOHzzFtczAn2sBqB
0.576,0.551,155067,0.723,0.0,9,0.187,-9.106,1,0.0424,169.732,4,0.938,2z6Ce66Ig3lvxcpyWsXSCP
0.529,0.756,200520,0.855,0.0,2,0.109,-3.339,1,0.103,130.949,4,0.835,1s1OvTmdGpuGxyfy6BD7cx
0.00396,0.686,189320,0.726,0.0,10,0.362,-5.582,0,0.0274,120.0,4,0.924,4IbdlwO8CXNapuW9DTWAAM
0.125,0.67,150370,0.694,0.0,8,0.118,-7.046,0,0.0438,119.986,4,0.249,4p8Ydexq4rklESIzNfkT6g
0.389,0.494,168046,0.431,0.0464,9,0.23,-9.002,1,0.0321,95.562,3,0.288,5Y5ihwW4eeVkejttC249o5
0.298,0.74,196418,0.473,2.17e-05,9,0.143,-8.247,0,0.124,119.999,4,0.517,55APYQgSAXel9JlrQLLHXt
0.0132,0.558,196579,0.742,4.48e-06,9,0.0817,-6.764,1,0.0287,152.014,4,0.809,7lw7DXpbGG8tQFJYRpt2jH
0.00218,0.578,155294,0.849,0.0,5,0.389,-4.614,0,0.0595,136.021,4,0.626,03j1Sho436mK0c4YqQWg1K
0.13,0.769,206587,0.786,0.0,2,0.773,-5.377,1,0.0522,119.995,4,0.732,5YouRirMOJa3Vcn7MzyF7X
0.854,0.725,143099,0.452,1.3e-06,6,0.0942,-9.229,1,0.0436,128.21,4,0.961,4n6MToGfoXwqxrxL5BJhV2
0.418,0.348,323413,0.217,0.722,10,0.0989,-13.314,0,0.029,146.079,3,0.0752,33hTgYWyZhDVS3BkWBNX5f
0.872,0.858,188549,0.247,0.0,6,0.216,-11.622,1,0.0817,113.977,4,0.635,3Y6GlfFQmigJCzPVt2JYaE
0.00302,0.529,202410,0.969,8e-06,0,0.12,-2.367,1,0.0583,166.009,4,0.36,1TCCAPGTTgGzXIH4ptEaBf
0.301,0.679,151642,0.753,0.00959,1,0.193,-6.439,1,0.253,91.996,4,0.555,3S3i7yVcgUe92wGIz4cAKy
0.131,0.692,196557,0.823,0.0,2,0.353,-6.678,1,0.261,142.914,4,0.362,06pn7EOABXv3ioqB7DMmQ4
0.261,0.695,157961,0.724,0.0,1,0.0542,-8.048,1,0.183,129.775,4,0.779,3GocvY8BWhkvoGjz6Z1D02
0.726,0.268,293500,0.468,0.0,2,0.118,-7.557,1,0.036,80.056,4,0.209,0Bsl6c8yEqyiAsmXB8p0H6
0.557,0.613,220345,0.535,1.57e-05,11,0.408,-9.327,1,0.0339,151.984,4,0.587,02PeSeOogkdp6YTzKOCxo7
0.525,0.259,244189,0.357,0.0,4,0.0964,-6.718,1,0.032,79.611,3,0.189,5ayiLm1Vt202XBlajBGuYo
0.0661,0.628,236690,0.846,0.0,11,0.118,-4.665,0,0.21,144.719,4,0.419,0Z4pEeQJT2ehxFL4rtWdba
0.955,0.675,232350,0.277,0.0,3,0.116,-13.306,0,0.0492,136.364,4,0.215,7fZK46PThwZdIWy3hUqc3r
0.11,0.722,191813,0.932,0.0,4,0.298,-2.44,0,0.0725,139.975,4,0.749,3CxFmlsOtbFuv7w4YE2OND
0.000266,0.486,213493,0.977,0.000794,6,0.346,-4.634,0,0.0597,159.96,4,0.408,5lrWhiUb0GJVdcGP0uV9D0
0.0168,0.544,230894,0.7,0.0,8,0.124,-5.873,1,0.0355,133.913,4,0.297,65l39KSS8sYEUVhr2xf5Dy
0.00479,0.808,229467,0.669,0.0704,1,0.312,-5.008,1,0.155,139.062,4,0.239,4hO1pzpX4ST0d81PjmrBlt
0.0381,0.664,207750,0.614,0.0,11,0.089,-6.442,0,0.35,79.846,4,0.578,6BsKDSL2KHiZLKpmrlVwtC
0.556,0.753,172748,0.601,0.0,2,0.134,-4.759,1,0.0635,130.139,4,0.749,1lPTJMNQfj0SF06LOwamSf
0.4,0.846,171050,0.872,1.7e-05,9,0.117,-1.642,1,0.157,159.917,4,0.837,5VUb8WFsJNbEuR8XMBvFCf
0.0661,0.813,189627,0.582,0.0,7,0.0741,-9.485,1,0.34,83.989,4,0.532,3E0IB1qgUPJ5DF0IJ916My
0.00435,0.603,183453,0.938,1.15e-05,5,0.735,-2.631,0,0.195,144.966,4,0.635,6gineKsIO1Woi5EtvaHQi2
0.00418,0.705,178933,0.857,0.0,11,0.169,-3.106,0,0.203,110.059,4,0.586,4WlzQyto0CXJzpmX4LZ8m8
0.378,0.622,186093,0.81,0.0,1,0.259,-2.984,1,0.0358,115.039,4,0.4,3X9gWZAhWefGMo03Fn0VPJ
0.283,0.69,228167,0.72,0.0,6,0.316,-5.174,1,0.0331,102.019,4,0.609,0gYVkPjF1WvWXYGH0Di2OG
0.0533,0.654,192200,0.774,0.0,6,0.175,-4.155,1,0.064,102.957,4,0.658,3uNmVNWZdkbyL7Xgy4jmf6
0.606,0.191,209211,0.395,0.0,0,0.109,-7.3,0,0.0313,87.785,1,0.334,29Vk1qNv7x2sc0jyBOhtma
0.359,0.909,187093,0.716,0.00224,1,0.106,-6.628,1,0.126,105.078,4,0.417,2wQBzAZdsaqDBbtwBk5MhA
0.00246,0.773,228000,0.717,0.837,4,0.0725,-7.218,0,0.0398,119.978,4,0.431,491oaHNR34gqZj6svwejZU
0.0319,0.436,199220,0.7,0.0,5,0.0955,-7.991,1,0.0873,79.983,4,0.433,0bTdoDRMX5xIjQcVgUerkF
0.00665,0.731,158583,0.842,0.203,0,0.275,-4.342,1,0.12,126.001,4,0.596,7afcFEV1xMYlzeE4kyrYCH
0.0286,0.724,373845,0.666,0.838,7,0.21,-7.518,0,0.0354,116.032,4,0.901,6IztfLau1Aa1S5djBLZp1e
0.563,0.588,231286,0.447,0.00631,0,0.0658,-11.351,0,0.0658,175.948,4,0.24,259atFXzoftwTws0p2TZKr
0.901,0.591,204013,0.18,8.21e-05,5,0.119,-15.142,1,0.034,76.103,4,0.245,3Wi7n8foNEQiRI9aD75eed
0.584,0.619,253973,0.737,0.0,5,0.203,-6.884,1,0.0346,136.001,4,0.48,7KDDG2LTtyQmzjdE7iWozM
0.721,0.558,181592,0.328,1.5e-05,9,0.0806,-9.433,0,0.0266,117.966,3,0.257,7CzfkC8bnLLl5MgcDjVhgE
0.719,0.842,182200,0.522,0.0,4,0.191,-5.815,0,0.0329,119.045,4,0.641,0lSJQip2wVidbu1JfZ4IEQ
0.144,0.672,217333,0.729,0.00123,6,0.114,-5.432,0,0.102,89.98,4,0.0983,1BDIcVuF5XhtbJxojmlVI5
0.0992,0.514,119118,0.913,0.0128,2,0.443,-5.783,0,0.0557,165.028,4,0.927,5aIWbPl0SaBsBCyNZERxmY
0.0773,0.653,289893,0.812,0.0,2,0.0832,-6.914,1,0.0525,103.986,4,0.444,4FI4utfX4d4njj8Qtj5V6F
0.561,0.644,148715,0.382,0.947,4,0.883,-16.07,0,0.236,140.404,4,0.701,6jenzn6TYp0q9gNURdLHaG
0.627,0.72,206800,0.951,0.0,0,0.263,-6.545,1,0.0637,157.468,4,0.968,01GkZgsAJH7vYvkI0a7nC5
0.377,0.686,186587,0.823,0.0,0,0.123,-5.596,1,0.0659,146.929,4,0.897,0GNUzz7I8AgbbaVlswbdwk
0.736,0.878,149133,0.308,0.241,1,0.092,-15.335,0,0.0798,126.107,4,0.218,3Gl3sE6ZhmXOkJhrumZTVS
0.199,0.471,207031,0.72,0.137,5,0.153,-6.883,0,0.0392,130.204,4,0.375,6JLGjTA31pSohJxo7vZeDt
0.434,0.754,167742,0.736,0.00139,1,0.0781,-9.372,1,0.0735,186.103,4,0.956,3kK4C2KU3SZkHhKN4BNbAn
0.232,0.682,282070,0.64,1.13e-06,8,0.157,-5.081,0,0.0308,133.992,4,0.487,0QLm6pphf8g3Q7PZyDtcZu
0.0714,0.893,245467,0.823,0.0,5,0.0509,-3.708,0,0.122,128.009,4,0.902,0Qn0i8df7Q76ej3RAXAtI2
0.046,0.736,200747,0.918,6.64e-05,8,0.105,-2.359,0,0.0819,126.99,4,0.583,0muVO1yu2wQKNmMvEDrHTp
0.007,0.592,200440,0.787,0.0174,9,0.0971,-4.947,0,0.055,90.966,4,0.0534,7kqKKNajZUzSsOZYfRE5my
0.839,0.309,274000,0.357,0.0,2,0.108,-9.614,1,0.0539,76.816,1,0.148,7ltjIxY0qhQJYTbCqyQMZB
0.00292,0.402,244400,0.776,0.0,8,0.0643,-5.408,1,0.0409,156.091,4,0.833,6o1nYsoWYTanzUdHidFDg8
0.56,0.822,165200,0.449,0.0,6,0.066,-12.259,1,0.0579,134.073,3,0.966,7fgFZe32WyVntv3XhFaQjg
0.146,0.622,236520,0.494,0.00465,9,0.0907,-6.311,1,0.0298,160.014,4,0.57,5LZOlPvsaeSW9NrnTdbhHr
0.48,0.613,252505,0.67,0.0,11,0.106,-6.505,1,0.15,144.947,4,0.628,14JHaeSmNutbG7ZFRQJ5pK
0.000505,0.537,207493,0.971,0.0,10,0.117,-3.926,0,0.0783,76.964,4,0.472,2TqXTZ4QvrEyyRdm9bOiF1
6.63e-05,0.573,190333,0.962,1.08e-06,1,0.32,-3.779,1,0.0482,128.009,4,0.862,30HudkdtT6bvHdagrxFJ7e
3.91e-05,0.549,209787,0.974,2.3e-05,10,0.112,-3.757,0,0.062,140.073,4,0.717,60isQ3HsJ3AjPvj8tD9ieQ
0.663,0.386,193964,0.178,0.0,2,0.311,-11.083,0,0.043,112.105,4,0.117,6P2VJNZxlc7ibJ0KxXwYBz
0.369,0.756,220133,0.498,0.0,10,0.109,-7.691,0,0.179,107.076,4,0.533,222uodW6TJqbF9tWADRG2E
0.0818,0.947,101571,0.893,0.00111,11,0.0659,-4.767,0,0.206,140.047,4,0.914,3LwWlzNpcz2WfETKQIbhF8
0.413,0.765,226507,0.78,5.58e-06,5,0.0647,-8.194,0,0.0649,170.902,4,0.959,3d3vEGKliS3341qCoNmkMC
0.00453,0.47,183787,0.704,0.71,7,0.358,-9.283,0,0.0433,151.661,4,0.741,4WZ5B7olkCaTcmymLflInK
0.00985,0.709,385955,0.574,0.809,7,0.351,-12.68,1,0.0407,120.044,4,0.699,0k0MHDP8jfkOCiHbUWevzh
0.000866,0.405,300795,0.818,0.0,9,0.0893,-9.785,0,0.0355,151.058,4,0.597,7f31CqsWuXw87wGUOJiWdZ
0.0251,0.542,274200,0.459,0.235,9,0.0869,-9.186,1,0.0313,139.957,4,0.113,2PfzgILEEjiDwq1n3D47tv
0.67,0.536,245613,0.832,0.0,2,0.0916,-4.011,0,0.198,150.036,3,0.715,30MHJeI0ysCyXSlVPQUVNn
0.32,0.464,215413,0.656,0.0,9,0.124,-5.518,0,0.0299,173.919,4,0.436,2WXohdN4ZRFtngNy7dilXE
0.267,0.705,193273,0.934,0.0,3,0.629,-5.133,0,0.062,111.967,4,0.804,4Q959DqxBTp6sK8Oxccghx
0.895,0.325,218974,0.279,1.69e-06,9,0.116,-10.042,1,0.0356,116.025,3,0.254,1wOVkqGiiBHTFukC4W9nrm
0.336,0.821,194000,0.502,0.712,1,0.171,-9.803,0,0.054,120.022,4,0.197,2nNnQJIAtYY25CPKnxC4Ms
0.00958,0.509,208401,0.857,1.34e-05,6,0.255,-5.429,0,0.0453,140.012,4,0.527,3FqZOZxiJM9gthPX7iTuin
0.55,0.0566,257320,0.193,0.865,0,0.0996,-11.536,0,0.0413,60.891,3,0.0365,1qthNO0qCcK0NAcWV4cID0
0.527,0.827,193069,0.902,0.0,5,0.124,-5.83,0,0.0403,115.009,4,0.789,6GK1cE03TGLmTZavemBwaz
0.652,0.599,159732,0.484,0.0104,8,0.0962,-11.866,1,0.06,152.001,4,0.371,46vrZhwggdZuuZGwIQ80O3
0.673,0.652,216652,0.785,2.1e-05,9,0.12,-8.192,1,0.0605,148.176,4,0.852,6C8o1gXaiK9kJfXo2rpcec
0.978,0.513,228324,0.11,1.1e-05,5,0.0966,-15.877,1,0.0457,133.213,4,0.22,230llvYXRBcqN4etR5Kirf
0.134,0.704,222000,0.752,9.9e-06,2,0.0874,-8.1,1,0.314,139.813,4,0.569,2hdoQXP9hUDooebAaJ7RZT
0.593,0.545,159893,0.602,0.0,3,0.126,-6.99,1,0.143,106.748,4,0.648,6RXyiutkp5VO9rldHzPWgl
0.522,0.306,245480,0.376,0.000428,2,0.406,-9.033,1,0.0317,137.879,4,0.0914,2QhXaiSpWl5lK8wAxDBhl1
0.475,0.645,194087,0.696,0.000624,5,0.106,-7.591,0,0.0933,115.024,4,0.457,4CEGkHOP7ARn3RIGCcyir4
0.119,0.804,221336,0.734,0.0,1,0.3,-6.913,1,0.164,104.989,4,0.543,3Hf2tEyAeSiMVZuEqnYUca
0.69,0.477,260400,0.446,0.0,0,0.132,-7.995,1,0.0494,102.206,4,0.46,4XpNgzB3IOZvv5edJYzjav
0.792,0.448,219440,0.252,0.000249,6,0.111,-10.762,0,0.0589,74.382,4,0.37,2LmK6YZhBuMp0nYR9ffFwX
0.00268,0.53,215413,0.806,2.98e-05,11,0.264,-7.5,0,0.035,122.056,4,0.429,3KEa3pODK8jjNc9x85Iplf
0.11,0.746,187200,0.472,4.4e-06,5,0.104,-8.781,0,0.038,99.975,4,0.265,4zNjZ9v0HX6ohNi73oTP3h
0.0123,0.508,208125,0.728,0.0256,8,0.109,-8.173,1,0.0292,144.031,4,0.608,2QTBiPF8lXAPgk0TqXqN8K
0.00338,0.666,261986,0.665,0.000104,9,0.068,-5.116,0,0.0278,96.994,4,0.364,3rFeq7vjP5iyhEDssZV49n
0.000412,0.519,199521,0.721,0.0263,9,0.125,-6.934,0,0.0679,179.853,4,0.339,4qvIysOMZKHyeDmxLD6b47
0.329,0.634,286213,0.799,0.837,6,0.104,-9.1,0,0.0434,127.686,4,0.426,3zmDm22r3qPLX9K91sagh2
0.465,0.441,205154,0.79,1.01e-06,7,0.254,-4.251,0,0.0392,172.965,4,0.65,13MFUWM1HHD9ipX76HyTuP
0.516,0.47,228267,0.386,0.0,1,0.122,-7.69,1,0.0344,120.874,4,0.271,4WH447TgvECCPrNWUqKfyx
0.208,0.801,201750,0.554,0.00418,11,0.0963,-5.643,1,0.0264,95.015,4,0.702,2tkjSvf7OREfWuKixYmo33
0.102,0.912,210973,0.526,0.0,6,0.112,-8.322,1,0.446,140.052,4,0.818,6IZ7upPslyHHhUjJfN8f1J
0.0474,0.736,153130,0.175,0.000455,1,0.378,-21.473,0,0.257,140.056,4,0.327,4ScrbEDm9ki4I6Y1duAzDE
0.344,0.708,218370,0.535,2.62e-06,9,0.104,-8.917,0,0.0717,131.96,4,0.362,408bP8f6YRruue6x49mvhp
0.0443,0.732,189236,0.545,2.53e-05,6,0.313,-8.105,0,0.117,100.009,4,0.513,0JPyJEA13qkSemzWS3tOs1
0.649,0.438,253201,0.46,0.0,5,0.0881,-6.95,0,0.0457,171.806,3,0.531,0ePDb0b1tMQlqP9u58pmcg
0.972,0.527,213880,0.0547,1.65e-05,9,0.086,-10.109,1,0.068,85.018,3,0.364,3uU5oEKpsfUNZtpB1TKEYT
0.848,0.447,234333,0.297,6.93e-05,11,0.184,-8.81,0,0.0459,143.315,4,0.188,7hG8ObyKTqbN62I818nKyd
0.462,0.4,228827,0.622,0.0,4,0.0749,-3.38,0,0.0595,150.137,3,0.397,5DjUSMQcM0YRXcVYdM5qyF
0.856,0.404,197743,0.346,0.0,7,0.0765,-8.153,0,0.0638,84.979,4,0.257,5EYg1Kb2TzWonZhA2yxVsL
0.0563,0.866,178909,0.374,0.0624,4,0.12,-7.219,0,0.315,110.062,4,0.37,1CQjLDAkyzLpT75idoLfVW
0.209,0.81,242400,0.404,7.79e-06,0,0.0523,-9.018,0,0.404,100.261,4,0.931,4AYF4fq03B6vCndKgnC5BE
0.026,0.565,232600,0.943,0.0,11,0.423,-2.055,0,0.0895,98.134,4,0.539,5cNy5pm81QE5MvGOTsgf2g
0.00105,0.383,243333,0.944,9.64e-05,1,0.282,-5.552,0,0.154,150.577,4,0.332,54mvZdgPuvumvWK0GXz7oo
0.0221,0.654,215639,0.949,0.0,0,0.743,-3.351,0,0.267,133.024,4,0.478,078d7gLxtGo7SBHYx6DfFo
0.0123,0.769,165015,0.68,0.00534,0,0.407,-5.873,1,0.0362,114.071,4,0.913,74KsTGXDYNCLXyIH6z3KBV
0.842,0.521,220032,0.293,0.0,7,0.113,-12.54,0,0.037,104.774,4,0.492,70kJ2O6JiFg4nTATPw4b0E
0.246,0.656,202908,0.541,2.74e-06,7,0.105,-9.357,1,0.0327,175.846,4,0.714,0TWLaUPvlPF0TBVEXKIGk7
0.201,0.61,201240,0.768,0.0,11,0.365,-7.158,0,0.0398,134.976,1,0.87,4iCmPZdloDu7t3t276uv9t
0.565,0.775,220647,0.55,1.1e-06,8,0.2,-8.404,0,0.0628,90.045,4,0.611,3XV1E6VMiiUoRByV7nXVEA
0.0395,0.656,178587,0.822,0.000207,0,0.568,-5.275,1,0.0777,131.964,4,0.606,1EDdhyKMIlCXz7ypxUG1Vm
0.000654,0.546,287300,0.96,9.91e-05,0,0.219,-3.848,1,0.2,150.073,4,0.216,5Y2ijl0kXJXlwW9k1jjXz4
0.0077,0.762,221256,0.7,0.00063,7,0.0796,-6.393,1,0.0729,101.006,4,0.657,5hyRQD4KGmqbowhruGGw9k
1.59e-05,0.401,242096,0.962,0.456,7,0.334,-4.418,1,0.0766,180.036,4,0.437,6DurwF8wk6Hg3GhqQIjOu2
0.783,0.697,289680,0.548,0.841,1,0.132,-9.087,1,0.0561,133.005,4,0.977,4ABWPP59ItFKykdaDF09K5
0.929,0.406,141653,0.172,0.000824,0,0.0662,-13.132,1,0.0391,106.958,4,0.113,69YTuACgrMGedLai9jPI9N
0.365,0.669,167971,0.691,0.449,1,0.0991,-11.143,1,0.0671,165.019,4,0.412,2vsJwShF49IoMVkz5onWPT
0.347,0.802,192162,0.582,3.62e-05,2,0.303,-9.343,1,0.247,123.99,4,0.631,6svmDWH7XmHQWGTXlTE58I
0.779,0.382,235560,0.713,1.42e-05,3,0.806,-8.444,1,0.038,118.906,4,0.317,4t5Q32doNHii3HUydfx4O1
0.0292,0.711,217850,0.741,0.00152,5,0.122,-5.149,1,0.0455,97.985,4,0.148,13eG5viBB8Y98H1hbD3q61
0.343,0.624,284968,0.632,0.0,11,0.0962,-6.248,1,0.0335,67.027,4,0.416,4cGe6Qhb3wFc2fVYfsG9BX
0.146,0.453,209480,0.651,0.000239,3,0.0979,-5.037,0,0.096,80.592,4,0.299,539GCW9geiHOlUONfQOest
0.0462,0.44,751701,0.652,0.00867,11,0.0888,-12.38,0,0.295,136.64,4,0.311,1aHHkQlNzKrmWzhroGSXJR
0.0162,0.776,238016,0.765,0.0212,2,0.0797,-7.784,1,0.0431,128.982,4,0.233,3O7EZzR9NyD10y8HdQYr83
0.74,0.944,150928,0.596,0.0376,1,0.0939,-10.408,0,0.0887,124.021,4,0.41,1g0FqLiQzrOPwNhNSAICk8
0.654,0.314,140669,0.458,0.0,7,0.784,-10.498,1,0.122,78.444,4,0.722,24AA0V9mZcaC39Iq5s9tpm
0.00358,0.905,165517,0.53,0.000962,10,0.0907,-13.328,1,0.444,115.894,4,0.225,7vOcVRSyM84YlQKK4Wt2zW
0.00103,0.912,268800,0.627,0.104,1,0.192,-8.921,1,0.0664,124.983,4,0.551,3MonHBYFJTtsH5EFjjsu9a
0.888,0.428,292228,0.118,0.0128,0,0.321,-21.859,1,0.0544,88.391,4,0.421,1IFZMp9AgjGtO9f4h1owsW
0.846,0.832,225776,0.246,0.000153,4,0.0955,-14.098,1,0.0705,95.006,4,0.285,1pOkdCJpwaLBJjxkg81WxS
0.168,0.733,208981,0.729,0.000102,0,0.0987,-5.914,1,0.0597,94.997,4,0.889,4alL49g2nf50xegCcGqDZt
0.00905,0.622,234000,0.332,0.0,10,0.0944,-17.594,0,0.0896,85.94,4,0.652,75ggxbMSRqVsXAND5BlUpd
0.0256,0.847,171014,0.388,0.0,6,0.0987,-10.011,0,0.373,82.53,4,0.431,7uiKhczPTjwXdQOBnuozhH
0.499,0.613,286469,0.651,5.45e-05,11,0.117,-6.972,1,0.0966,118.404,4,0.783,59aSF99OzGf367LXGWHZpb
0.927,0.855,77125,0.316,0.0,2,0.118,-10.076,0,0.296,140.277,4,0.908,4zrZ4MVGyNPs0vEEQzEu3H
0.0682,0.694,192675,0.87,3.73e-05,0,0.173,-3.776,1,0.0769,113.903,4,0.375,6s4W24i4Ohhmoi0icErJyV
0.396,0.755,168440,0.727,0.0,0,0.11,-4.266,0,0.208,120.023,4,0.086,1TKvdLmhGZN9veqwrDNdN2
0.0206,0.632,197112,0.976,0.0041,6,0.0358,-3.283,0,0.0555,99.996,4,0.176,2VMESBUpDqcpoNTQeDdjn6
0.272,0.624,186888,0.291,0.000259,10,0.108,-14.902,0,0.339,95.638,4,0.376,0KvBtznj3EL0ra1c8a3XQR
0.936,0.651,260365,0.65,0.000392,8,0.698,-10.959,1,0.0594,110.081,4,0.814,3Dj9RCOOdqucBI50oiDm4q
0.693,0.518,198890,0.18,0.0,7,0.0911,-7.838,1,0.0294,92.789,4,0.245,7nVGxhbBjOSuk06LMwOkX2
0.107,0.667,268693,0.75,0.0,11,0.331,-6.38,0,0.117,104.538,4,0.769,6X3RaFkih5XgYErADpMlyX
0.107,0.564,203702,0.469,1.61e-06,8,0.0967,-9.929,1,0.323,132.073,4,0.301,2a2Aba0Nf8y7rgx7cb1wjL
0.925,0.341,366200,0.275,6.84e-06,7,0.138,-10.175,1,0.0542,76.906,3,0.17,4jdvNdmgHxlNGmX3BACU76
0.272,0.716,199413,0.955,3.34e-06,7,0.473,-1.636,1,0.112,99.001,4,0.716,1q0Qj0PW7qsfaEvZE0wWsV
0.739,0.676,203691,0.453,0.0,0,0.103,-10.045,0,0.0328,130.076,4,0.451,0qLLptBEz3uo7TRFKLv20h
0.78,0.507,263253,0.522,0.0102,8,0.144,-9.775,0,0.119,158.014,3,0.451,24k6qrLWl6GsF8tFXgkKuo
0.0586,0.815,223033,0.478,0.905,2,0.155,-13.841,0,0.0566,122.03,4,0.0581,6kY4t7ZmoLW7InDrpo6G9t
0.0596,0.643,231145,0.816,0.0,0,0.127,-4.532,1,0.134,159.847,4,0.64,4NljXae2FK9EISuBndBJuP
0.12,0.765,194240,0.921,0.0,0,0.914,-4.951,1,0.0778,142.069,4,0.965,51C5Sjqrj8w9H2d98Mm1Fi
0.228,0.586,203364,0.549,0.0,2,0.198,-6.939,0,0.184,180.008,4,0.615,4bMo9lJmh3jNTzfmfQ1YcL
0.544,0.888,214500,0.889,0.0,7,0.569,-4.716,0,0.122,135.01,4,0.885,2Iyc1MUhHMVWVNPDv92IIy
0.0627,0.703,144647,0.673,1.07e-06,1,0.211,-5.678,1,0.0382,90.002,4,0.541,7JGOPJtFmoXCYlL2WsFQwd
0.678,0.726,192932,0.249,0.000989,10,0.142,-11.908,1,0.0601,109.963,4,0.0626,36sZlgqPBR7XWnDGm7voBW
0.516,0.859,209033,0.519,0.0,2,0.0389,-5.766,1,0.0533,110.03,4,0.966,1JPe24mVL9pd9O1b0jXFQp
0.878,0.456,246000,0.214,0.000464,4,0.117,-12.181,1,0.0337,79.971,4,0.215,5QGtWpBNotwDVBJ9fsD9kT
0.0622,0.75,138347,0.511,1.01e-06,7,0.0674,-10.257,0,0.0347,133.692,4,0.892,0BDDiqCGk9Yc7HVlZmArRm
0.422,0.654,206925,0.566,2.89e-05,8,0.0925,-7.51,1,0.396,146.981,4,0.59,0Gbyma0qSrG4QLSD6Edj31
0.14,0.647,220795,0.921,1.11e-06,5,0.379,-4.078,1,0.0561,114.991,4,0.774,5dF22XUGeNAR3GBhMgshgp
0.488,0.694,212693,0.391,0.273,6,0.123,-11.089,1,0.0303,116.046,4,0.382,6C2GZHFFO8uXuMYCHiW5Y4
0.634,0.571,200560,0.675,4.63e-06,0,0.0944,-5.865,1,0.0426,129.972,4,0.303,0kRokKRebaOCdIfTJ8zbJ9
0.53,0.783,230634,0.618,0.841,2,0.0891,-10.372,1,0.043,94.208,4,0.664,3xesmCtVNLeZiXjNcfs6Tf
0.931,0.469,157187,0.102,0.00742,9,0.136,-21.743,0,0.0386,89.435,4,0.585,0hOE1LgoEUBKTYBa03DbOX
0.397,0.702,221642,0.874,0.0476,8,0.0935,-8.803,0,0.0348,113.974,4,0.779,32s8Fw4H89EkJ5DPKEWnWY
0.446,0.721,207653,0.553,9.1e-06,9,0.107,-7.479,0,0.0245,101.999,4,0.514,7suGB3VzLZa3WoiPMcFdcz
0.588,0.738,207125,0.802,1.82e-05,0,0.234,-3.827,0,0.0572,104.95,4,0.744,2X49Ch1iHwKG0sXVkLmp7e
0.929,0.402,1135909,0.0522,0.2,3,0.111,-21.801,1,0.0523,86.954,3,0.577,10VFmjIEXKE7auscidQcd9
0.00531,0.852,192622,0.581,0.0806,0,0.11,-8.392,1,0.0394,112.981,4,0.421,75k1Oy8yUqi5sU70GlvNPQ
0.057,0.689,189385,0.909,2.01e-06,9,0.257,-6.057,0,0.057,143.911,4,0.85,05EypeGQ9wezXtrsgUKjKc
0.189,0.653,211987,0.524,6.9e-06,6,0.107,-8.915,1,0.0793,112.074,4,0.141,5m4EfhwuufL2DxKNlYnEhe
0.854,0.618,252213,0.348,0.0117,2,0.0917,-9.307,1,0.0353,118.612,4,0.317,4pxPlfILTAdqETp6FCfqj7
0.00331,0.616,158769,0.834,9.73e-06,7,0.403,-2.085,1,0.0315,129.985,4,0.44,6TbcStw9QXDfJQPIhyEXeP
0.32,0.519,176107,0.742,0.0,9,0.318,-5.884,1,0.0331,127.039,4,0.851,0J9ZWJcleFdpNKGtgYBQl8
0.977,0.242,115321,0.852,0.000998,11,0.924,-11.262,1,0.114,99.607,4,0.157,3PfYRkZTkaSGcF3RlFEkvH
0.204,0.74,174960,0.808,0.0,5,0.0626,-6.652,1,0.0886,110.818,4,0.912,64FuAuSf2yZS0Y9je8Kfk2
0.00142,0.596,155559,0.954,0.243,4,0.239,-3.751,1,0.0402,131.964,4,0.266,2Hme24otsJPkiFs0aSFTef
0.118,0.776,176694,0.777,0.0,2,0.11,-6.68,0,0.169,99.998,4,0.399,626wh0NJpMDUIpYnzakqMk
0.797,0.573,196765,0.374,0.0,2,0.165,-9.242,1,0.03,84.964,4,0.186,280toQx99v54QvDxDGTAa6
0.37,0.516,266493,0.377,0.0,7,0.0993,-8.768,0,0.0327,89.794,4,0.421,0HUdWSPyrr98kiAdR3Mvyp
0.0806,0.625,208000,0.828,0.0,7,0.0615,-4.949,1,0.154,180.163,4,0.796,28yuuSSADvgaSYmceNMFAQ
0.00531,0.518,149919,0.757,0.0,8,0.241,-5.835,1,0.0471,172.888,4,0.355,6V4IUtznzVguCkDhfS8CiV
0.0428,0.711,206588,0.939,0.0,9,0.126,-4.725,1,0.159,119.996,4,0.331,1j6VvjYG0YrkMTcyCBHj8F
0.911,0.566,204120,0.754,2.92e-05,7,0.209,-3.047,1,0.0392,126.648,4,0.944,3h4fbh7yDmkDZEGEOCexvn
